userid,emptyTran,negaTran,posiTran,mixTran,neuTran,PosAndNeg,MixAndPos,MixAndNeg,MixAndNeu,NeuAndPos,NeuAndNeg,EmptyAndPos,EmptyAndNeg,EmptyAndMix,EmptyAndNeu,allPosts
009d96a823b6f6c085c092fb177491f6,0.2711864406779661,0.05084745762711865,0.03389830508474576,0.0,0.0,0.05084745762711865,0.01694915254237288,0.0,0.0,0.06779661016949153,0.05084745762711865,0.2033898305084746,0.2033898305084746,0.01694915254237288,0.03389830508474576,1.0
0724fe854bd455061ba84efecdeff469,0.4067796610169492,0.06779661016949153,0.01694915254237288,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.0,0.05084745762711865,0.0847457627118644,0.23728813559322035,0.03389830508474576,0.01694915254237288,1.0
088bf0ed841bcc366475b3975eb1b9d2,0.4406779661016949,0.01694915254237288,0.05084745762711865,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.03389830508474576,0.0,0.1016949152542373,0.2542372881355932,0.0,0.01694915254237288,1.0
0b12516100c16f779b152858619786ff,0.15254237288135594,0.05084745762711865,0.0847457627118644,0.0,0.0,0.1694915254237288,0.0,0.0,0.0,0.03389830508474576,0.0,0.2711864406779661,0.2033898305084746,0.0,0.03389830508474576,1.0
0c5d06511ef79fba34da417e8c751fff,0.4067796610169492,0.0,0.06779661016949153,0.0,0.0,0.05084745762711865,0.0,0.03389830508474576,0.0,0.0,0.0,0.15254237288135594,0.1864406779661017,0.0,0.1016949152542373,1.0
0e3fdb89c7706b13891170ab2a9017c7,0.3220338983050847,0.0,0.0847457627118644,0.0,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.05084745762711865,0.0,0.03389830508474576,0.0,0.288135593220339,0.1016949152542373,0.0,0.03389830508474576,1.0
1789589a6d2bba0f09d768f8f3445be5,0.288135593220339,0.11864406779661017,0.01694915254237288,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.05084745762711865,0.01694915254237288,0.1016949152542373,0.2542372881355932,0.0,0.06779661016949153,1.0
193165601dfad67e79ef52b2caf9fd9e,0.5423728813559322,0.03389830508474576,0.03389830508474576,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.22033898305084745,0.1016949152542373,0.03389830508474576,0.0,1.0
1c1a61d11a10f9fa967f250095792db3,0.2711864406779661,0.01694915254237288,0.01694915254237288,0.0,0.03389830508474576,0.06779661016949153,0.0,0.01694915254237288,0.0,0.03389830508474576,0.01694915254237288,0.3220338983050847,0.13559322033898305,0.01694915254237288,0.05084745762711865,1.0
1e84bfe1c9bbd549913aad1bc57c8878,0.1864406779661017,0.0,0.0847457627118644,0.0,0.01694915254237288,0.03389830508474576,0.0,0.0,0.01694915254237288,0.0847457627118644,0.03389830508474576,0.3559322033898305,0.1016949152542373,0.01694915254237288,0.06779661016949153,1.0
23cbbe03a89344129e1a6d8419a66d23,0.3389830508474576,0.0,0.11864406779661017,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,0.3220338983050847,0.06779661016949153,0.03389830508474576,0.0,1.0
2549774d68d7ccbcba069afb45c7e237,0.0847457627118644,0.05084745762711865,0.0,0.0,0.01694915254237288,0.15254237288135594,0.0,0.0,0.0,0.05084745762711865,0.06779661016949153,0.15254237288135594,0.288135593220339,0.0,0.13559322033898305,1.0
29cda473b52e1c75fbfe958ed3aec565,0.3050847457627119,0.0,0.11864406779661017,0.0,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.2542372881355932,0.06779661016949153,0.01694915254237288,0.1864406779661017,1.0
2a9b90b41e9399bb331fef2582f657c3,0.0,0.8305084745762712,0.0,0.0,0.0,0.1016949152542373,0.0,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.01694915254237288,1.0
2dca898dfbdae6716a587adbfd99c542,0.13559322033898305,0.0847457627118644,0.06779661016949153,0.0,0.01694915254237288,0.05084745762711865,0.0,0.0,0.0,0.06779661016949153,0.05084745762711865,0.2033898305084746,0.23728813559322035,0.03389830508474576,0.05084745762711865,1.0
2fba0f9dccc84f3516d8b553426af527,0.2542372881355932,0.0847457627118644,0.01694915254237288,0.0,0.0,0.11864406779661017,0.01694915254237288,0.0,0.0,0.0,0.01694915254237288,0.1016949152542373,0.3559322033898305,0.01694915254237288,0.01694915254237288,1.0
30723e9e5ecfe6d20e5e67d1163e3965,0.22033898305084745,0.05084745762711865,0.13559322033898305,0.0,0.03389830508474576,0.11864406779661017,0.0,0.01694915254237288,0.01694915254237288,0.0847457627118644,0.01694915254237288,0.2033898305084746,0.05084745762711865,0.0,0.05084745762711865,1.0
39b2af957c2488970cb89c161b6bf94e,0.0,0.4576271186440678,0.0847457627118644,0.0,0.0,0.2711864406779661,0.05084745762711865,0.05084745762711865,0.0,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.0,0.0,0.01694915254237288,1.0
3ac58ad39d81acfe169aadc4815effe6,0.11864406779661017,0.11864406779661017,0.05084745762711865,0.0,0.0,0.13559322033898305,0.0,0.0,0.0,0.06779661016949153,0.06779661016949153,0.0847457627118644,0.3220338983050847,0.0,0.03389830508474576,1.0
3e6f69fc89da71e8237c717ac218677b,0.5254237288135594,0.05084745762711865,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.05084745762711865,0.13559322033898305,0.15254237288135594,0.0,0.05084745762711865,1.0
4104c0b8700d519d1661c8a59b065363,0.4067796610169492,0.03389830508474576,0.01694915254237288,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.06779661016949153,0.0847457627118644,0.1694915254237288,0.1016949152542373,0.01694915254237288,0.0847457627118644,1.0
41ef345410ba421410cb4d09c331aec3,0.4406779661016949,0.01694915254237288,0.1016949152542373,0.0,0.03389830508474576,0.01694915254237288,0.0,0.0,0.0,0.0,0.0847457627118644,0.15254237288135594,0.1016949152542373,0.0,0.05084745762711865,1.0
4764518d32334248e6ebbf681a18fd0c,0.03389830508474576,0.22033898305084745,0.05084745762711865,0.0,0.0,0.2033898305084746,0.0,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.06779661016949153,0.13559322033898305,0.1864406779661017,0.0,0.01694915254237288,1.0
4908adae6cf09defb838925defcc5e61,0.06779661016949153,0.11864406779661017,0.2033898305084746,0.0,0.0,0.2033898305084746,0.01694915254237288,0.0,0.0,0.01694915254237288,0.0847457627118644,0.15254237288135594,0.0847457627118644,0.01694915254237288,0.03389830508474576,1.0
49fb9fce8f4dc022318b8cd432aad8b6,0.3559322033898305,0.01694915254237288,0.0847457627118644,0.0,0.0,0.1016949152542373,0.0,0.0,0.0,0.0,0.0,0.3050847457627119,0.13559322033898305,0.0,0.0,1.0
4d7ae0617845c6b30eb85b55a991f4c5,0.3220338983050847,0.01694915254237288,0.01694915254237288,0.0,0.0,0.06779661016949153,0.01694915254237288,0.01694915254237288,0.0,0.0,0.01694915254237288,0.2033898305084746,0.23728813559322035,0.03389830508474576,0.05084745762711865,1.0
